"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"16629",7800,"control","kleinwagen",2009,"manuell",80,80000,"benzin","nein"
"16630",2700,"test","kleinwagen",2006,"automatik",41,125000,"diesel","nein"
"16631",2222,"test","kleinwagen",2003,"manuell",75,150000,"benzin","nein"
"16632",3700,"control","limousine",2000,"automatik",193,150000,"benzin","nein"
"16633",5600,"control","kleinwagen",2010,"automatik",91,30000,"benzin","nein"
"16634",2800,"control","coupe",2001,"manuell",136,125000,"benzin","nein"
"16635",3799,"test","kombi",2001,"automatik",250,150000,"benzin","nein"
"16636",10500,"control","bus",2006,"manuell",131,150000,"diesel","nein"
"16637",1200,"test","kombi",2000,"automatik",170,150000,"benzin","nein"
"16638",6980,"control","limousine",2009,"manuell",102,90000,"benzin","nein"
"16639",5100,"control","kleinwagen",2012,"manuell",75,60000,"benzin","nein"
"16640",13700,"test","limousine",2009,"manuell",211,125000,"benzin","nein"
"16641",4500,"test","kleinwagen",2008,"manuell",80,150000,"diesel","nein"
"16642",4999,"test","limousine",2002,"manuell",143,150000,"diesel","nein"
"16643",4950,"test","bus",2006,"manuell",150,90000,"benzin","ja"
"16644",3990,"control","kleinwagen",2005,"manuell",80,60000,"benzin","nein"
"16645",7999,"test","cabrio",2005,"manuell",145,60000,"benzin","nein"
"16646",8150,"test","limousine",2006,"manuell",218,150000,"benzin","nein"
"16647",11500,"test","limousine",2010,"manuell",86,40000,"benzin","nein"
"16648",2000,"control","limousine",2000,"manuell",101,150000,"benzin","nein"
"16649",22000,"control","suv",2012,"manuell",143,50000,"diesel","nein"
"16650",49800,"test","limousine",2013,"automatik",510,30000,"benzin","nein"
"16651",13900,"control","suv",2010,"manuell",136,80000,"diesel","nein"
"16652",27900,"test","limousine",2011,"manuell",170,125000,"diesel","nein"
"16653",3999,"control","limousine",2002,"manuell",143,150000,"benzin","nein"
"16654",1350,"test","kleinwagen",2001,"manuell",98,150000,"benzin","nein"
"16655",26500,"control","cabrio",2011,"automatik",204,40000,"benzin","nein"
"16656",6400,"test","limousine",2004,"automatik",170,150000,"benzin","nein"
"16657",6000,"test","kombi",2002,"manuell",192,150000,"benzin","nein"
"16658",555,"control","kombi",2001,"manuell",102,150000,"diesel","ja"
"16659",2300,"test","kleinwagen",2006,"manuell",60,150000,"benzin","nein"
"16660",28000,"control","limousine",2010,"automatik",292,5000,"benzin","nein"
"16661",2400,"test","kleinwagen",2003,"manuell",64,150000,"benzin","nein"
"16662",62900,"control","coupe",2007,"automatik",420,20000,"benzin","nein"
"16663",12500,"control","limousine",2010,"manuell",143,20000,"benzin","nein"
"16664",16900,"control","kleinwagen",2011,"manuell",143,100000,"diesel","nein"
"16665",3799,"test","bus",2005,"manuell",105,150000,"diesel","nein"
"16666",2200,"test","kombi",2001,"manuell",150,150000,"diesel","nein"
"16667",5999,"test","limousine",2005,"manuell",163,150000,"diesel","nein"
"16668",5200,"control","bus",2006,"manuell",82,125000,"diesel","nein"
"16669",6300,"test","kleinwagen",2009,"manuell",60,30000,"benzin","nein"
"16670",4350,"test","kleinwagen",2007,"manuell",90,150000,"diesel","nein"
"16671",7950,"test","suv",2008,"manuell",150,150000,"diesel","nein"
"16672",6700,"control","kombi",2010,"manuell",105,150000,"diesel","nein"
"16673",18990,"test","suv",2011,"manuell",200,60000,"benzin","nein"
"16674",31650,"control","limousine",2014,"manuell",177,20000,"diesel","nein"
"16675",2700,"control","limousine",2002,"manuell",150,150000,"diesel","nein"
"16676",13000,"control","limousine",2011,"automatik",177,150000,"diesel","nein"
"16677",11999,"test","limousine",2009,"automatik",190,150000,"benzin","nein"
"16678",4500,"test","kombi",2004,"manuell",143,150000,"benzin","nein"
"16679",16000,"control","cabrio",2009,"automatik",160,90000,"benzin","nein"
"16680",22900,"control","cabrio",2011,"manuell",160,40000,"benzin","nein"
"16681",3750,"control","limousine",2004,"automatik",95,150000,"diesel","nein"
"16682",800,"control","kombi",2001,"manuell",150,150000,"benzin","nein"
"16683",3000,"test","kleinwagen",2010,"manuell",65,125000,"benzin","ja"
"16684",1850,"test","kombi",2003,"manuell",125,150000,"diesel","nein"
"16685",2800,"test","kombi",2005,"manuell",150,150000,"diesel","nein"
"16686",10700,"test","bus",2007,"automatik",140,125000,"benzin","nein"
"16687",4299,"test","coupe",2000,"manuell",211,150000,"benzin","nein"
"16688",9300,"control","suv",2007,"manuell",140,150000,"diesel","nein"
"16689",700,"control","limousine",2000,"manuell",114,90000,"benzin","ja"
"16690",2450,"control","andere",2001,"manuell",110,150000,"diesel","nein"
"16691",4200,"control","kleinwagen",2008,"manuell",125,150000,"diesel","nein"
"16692",2899,"test","limousine",2002,"manuell",147,150000,"benzin","nein"
"16693",4199,"test","limousine",2000,"automatik",143,150000,"diesel","ja"
"16694",2500,"test","cabrio",2001,"manuell",136,125000,"benzin","nein"
"16695",51990,"control","suv",2013,"automatik",256,50000,"diesel","nein"
"16696",10000,"control","limousine",2008,"automatik",170,125000,"diesel","nein"
"16697",5990,"test","limousine",2006,"manuell",105,125000,"benzin","nein"
"16698",4950,"control","coupe",2001,"automatik",197,150000,"benzin","nein"
"16699",15900,"control","limousine",2007,"automatik",224,150000,"diesel","nein"
"16700",13290,"test","kleinwagen",2015,"manuell",94,5000,"benzin","nein"
"16701",8199,"test","cabrio",2008,"manuell",120,60000,"benzin","nein"
"16702",1199,"test","kleinwagen",2000,"manuell",75,125000,"benzin","nein"
"16703",3590,"control","limousine",2007,"manuell",72,40000,"benzin","nein"
"16704",4999,"control","kombi",2005,"manuell",158,150000,"benzin","nein"
"16705",3550,"test","kombi",2001,"automatik",115,150000,"diesel","nein"
"16706",8800,"control","kombi",2007,"manuell",163,150000,"diesel","nein"
"16707",3500,"control","kleinwagen",2002,"manuell",75,150000,"benzin","nein"
"16708",2650,"test","limousine",2000,"manuell",163,150000,"diesel","ja"
"16709",1750,"control","kleinwagen",2001,"manuell",105,150000,"benzin","nein"
"16710",1000,"test","kleinwagen",2000,"manuell",50,150000,"benzin","nein"
"16711",2150,"control","kombi",2002,"manuell",116,150000,"benzin","nein"
"16712",12600,"control","bus",2007,"manuell",104,100000,"diesel","nein"
"16713",2600,"test","kleinwagen",2002,"manuell",75,150000,"benzin","nein"
"16714",2490,"test","bus",2002,"automatik",107,125000,"benzin","nein"
"16715",3499,"test","limousine",2001,"manuell",116,150000,"diesel","nein"
"16716",3350,"test","bus",2000,"manuell",130,150000,"diesel","nein"
"16717",9800,"control","kombi",2008,"automatik",136,150000,"diesel","nein"
"16718",9750,"test","limousine",2004,"automatik",231,125000,"lpg","nein"
"16719",650,"test","limousine",2001,"manuell",101,150000,"benzin","ja"
"16720",15200,"test","bus",2010,"automatik",140,100000,"diesel","nein"
"16721",3900,"control","bus",2005,"manuell",75,125000,"benzin","nein"
"16722",3750,"control","kombi",2004,"manuell",101,150000,"diesel","nein"
"16723",6759,"control","bus",2006,"manuell",135,100000,"diesel","nein"
"16724",6399,"test","limousine",2009,"manuell",109,125000,"diesel","nein"
"16725",6830,"test","limousine",2010,"manuell",109,70000,"diesel","nein"
"16726",4999,"control","kombi",2006,"manuell",140,150000,"diesel","nein"
"16727",11290,"test","kombi",2009,"manuell",140,150000,"diesel","nein"
"16728",5350,"control","kombi",2000,"manuell",192,150000,"benzin","nein"
"16729",7900,"control","kleinwagen",2007,"manuell",140,150000,"diesel","nein"
"16730",2699,"test","suv",2001,"manuell",110,150000,"diesel","nein"
"16731",3750,"test","coupe",2000,"manuell",179,150000,"benzin","nein"
"16732",4950,"control","limousine",2008,"manuell",120,90000,"benzin","nein"
"16733",6500,"control","kombi",2008,"manuell",140,150000,"diesel","nein"
"16734",1500,"control","limousine",2002,"manuell",116,150000,"diesel","ja"
"16735",9000,"control","limousine",2005,"automatik",272,150000,"lpg","nein"
"16736",5000,"control","kombi",2004,"automatik",179,150000,"diesel","nein"
"16737",10900,"test","suv",2008,"manuell",177,125000,"diesel","nein"
"16738",1500,"test","kombi",2003,"manuell",131,150000,"diesel","nein"
"16739",2800,"control","limousine",2003,"manuell",105,150000,"benzin","nein"
"16740",2200,"control","kleinwagen",2002,"manuell",75,150000,"diesel","nein"
"16741",2590,"test","kombi",2001,"manuell",131,150000,"diesel","nein"
"16742",3999,"control","limousine",2005,"manuell",140,150000,"diesel","nein"
"16743",8999,"test","coupe",2006,"manuell",241,150000,"benzin","nein"
"16744",3490,"test","bus",2006,"manuell",75,125000,"benzin","nein"
"16745",3950,"test","kleinwagen",2004,"manuell",75,150000,"diesel","nein"
"16746",900,"control","kleinwagen",2000,"manuell",60,150000,"benzin","nein"
"16747",12000,"control","limousine",2010,"manuell",143,100000,"diesel","nein"
"16748",10950,"control","kombi",2005,"automatik",177,90000,"benzin","nein"
"16749",1450,"control","limousine",2001,"manuell",98,150000,"benzin","nein"
"16750",7000,"control","limousine",2002,"manuell",224,150000,"benzin","nein"
"16751",1750,"control","cabrio",2003,"manuell",109,150000,"benzin","nein"
"16752",1500,"test","kombi",2005,"automatik",150,150000,"diesel","nein"
"16753",1580,"control","kleinwagen",2005,"manuell",60,150000,"benzin","nein"
"16754",2790,"test","kleinwagen",2003,"manuell",75,125000,"benzin","nein"
"16755",2500,"test","kleinwagen",2003,"automatik",54,100000,"benzin","nein"
"16756",6990,"test","kombi",2004,"automatik",163,150000,"benzin","nein"
"16757",4999,"control","suv",2006,"manuell",141,150000,"lpg","nein"
"16758",16500,"control","coupe",2008,"automatik",190,125000,"diesel","nein"
"16759",10500,"test","limousine",2008,"manuell",170,90000,"benzin","nein"
"16760",17990,"test","coupe",2012,"manuell",177,100000,"diesel","nein"
"16761",8600,"control","limousine",2002,"manuell",179,150000,"benzin","nein"
"16762",9750,"control","limousine",2006,"automatik",150,150000,"diesel","nein"
"16763",2500,"control","bus",2004,"manuell",128,150000,"diesel","nein"
"16764",1499,"control","kombi",2002,"automatik",163,150000,"diesel","nein"
"16765",1700,"test","kombi",2000,"automatik",102,150000,"diesel","nein"
"16766",3100,"control","limousine",2000,"manuell",116,125000,"benzin","nein"
"16767",15500,"control","limousine",2011,"automatik",170,150000,"diesel","nein"
"16768",3650,"control","bus",2011,"manuell",88,50000,"benzin","nein"
"16769",13990,"control","limousine",2008,"manuell",170,50000,"benzin","nein"
"16770",3250,"control","bus",2006,"manuell",144,150000,"diesel","nein"
"16771",750,"control","kleinwagen",2002,"manuell",90,150000,"benzin","nein"
"16772",7300,"test","kombi",2007,"manuell",150,150000,"diesel","nein"
"16773",5450,"test","limousine",2004,"manuell",141,90000,"benzin","nein"
"16774",12500,"test","coupe",2000,"automatik",284,150000,"benzin","nein"
"16775",700,"test","kombi",2003,"manuell",101,150000,"diesel","ja"
"16776",9800,"test","limousine",2009,"manuell",122,40000,"benzin","nein"
"16777",26990,"test","suv",2013,"automatik",177,60000,"diesel","nein"
"16778",15600,"control","bus",2013,"manuell",102,60000,"diesel","nein"
"16779",4900,"control","kleinwagen",2007,"manuell",92,70000,"benzin","nein"
"16780",1250,"control","bus",2000,"manuell",101,150000,"diesel","nein"
"16781",5300,"control","bus",2005,"manuell",102,80000,"benzin","nein"
"16782",6800,"control","bus",2005,"manuell",1,125000,"diesel","nein"
"16783",11200,"control","suv",2007,"automatik",150,125000,"diesel","nein"
"16784",9750,"control","limousine",2004,"automatik",218,150000,"diesel","nein"
"16785",19200,"control","suv",2011,"manuell",170,70000,"diesel","nein"
"16786",4440,"test","cabrio",2004,"manuell",116,150000,"benzin","nein"
"16787",2850,"test","limousine",2003,"manuell",90,150000,"benzin","nein"
"16788",8850,"test","cabrio",2006,"automatik",163,150000,"benzin","nein"
"16789",4280,"control","kleinwagen",2005,"manuell",80,40000,"benzin","nein"
"16790",3700,"test","limousine",2002,"manuell",163,150000,"diesel","nein"
"16791",2999,"test","kleinwagen",2004,"automatik",87,150000,"benzin","nein"
"16792",2499,"test","bus",2004,"manuell",101,150000,"diesel","nein"
"16793",4200,"test","limousine",2001,"manuell",192,150000,"benzin","nein"
"16794",4000,"control","limousine",2006,"manuell",135,5000,"diesel","nein"
"16795",37000,"control","coupe",2012,"automatik",306,50000,"benzin","nein"
"16796",3999,"test","kleinwagen",2004,"manuell",90,100000,"benzin","nein"
"16797",2390,"control","kleinwagen",2002,"manuell",83,100000,"benzin","nein"
"16798",6490,"control","bus",2006,"manuell",109,125000,"diesel","nein"
"16799",2890,"control","kleinwagen",2006,"manuell",73,100000,"benzin","nein"
"16800",1800,"control","kleinwagen",2002,"manuell",58,125000,"benzin","nein"
"16801",9290,"test","kombi",2009,"manuell",140,150000,"diesel","nein"
"16802",1490,"test","kleinwagen",2005,"manuell",80,150000,"benzin","nein"
"16803",6490,"test","bus",2008,"manuell",116,80000,"benzin","nein"
"16804",3100,"test","kleinwagen",2006,"manuell",75,125000,"benzin","nein"
"16805",11350,"test","cabrio",2000,"manuell",220,150000,"benzin","ja"
"16806",3500,"test","limousine",2003,"manuell",105,150000,"diesel","nein"
"16807",7000,"control","limousine",2010,"automatik",170,100000,"diesel","nein"
"16808",850,"test","kleinwagen",2001,"manuell",58,150000,"benzin","nein"
"16809",2950,"test","kombi",2001,"manuell",131,150000,"benzin","nein"
"16810",16700,"control","limousine",2010,"manuell",177,60000,"diesel","nein"
"16811",3100,"control","kombi",2002,"manuell",143,150000,"benzin","nein"
"16812",2999,"control","kleinwagen",2008,"manuell",61,100000,"benzin","nein"
"16813",13350,"control","kombi",2008,"automatik",197,125000,"diesel","nein"
"16814",1300,"test","bus",2002,"manuell",125,150000,"diesel","nein"
"16815",9500,"control","limousine",2004,"automatik",218,150000,"diesel","nein"
"16816",6099,"control","kleinwagen",2010,"manuell",75,60000,"benzin","nein"
"16817",4950,"test","suv",2004,"automatik",174,150000,"diesel","ja"
"16818",14950,"control","kleinwagen",2015,"automatik",90,5000,"benzin","nein"
"16819",1099,"test","limousine",2000,"manuell",75,150000,"benzin","nein"
"16820",3990,"control","bus",2003,"manuell",150,150000,"lpg","nein"
"16821",2000,"test","kombi",2000,"manuell",136,150000,"benzin","nein"
"16822",18900,"test","cabrio",2001,"manuell",147,30000,"benzin","nein"
"16823",2950,"test","suv",2003,"manuell",111,150000,"diesel","nein"
"16824",9500,"test","bus",2007,"manuell",140,100000,"diesel","nein"
"16825",17490,"control","cabrio",2009,"automatik",179,150000,"benzin","nein"
"16826",2300,"test","limousine",2000,"manuell",75,150000,"benzin","nein"
"16827",4700,"control","bus",2007,"manuell",120,150000,"diesel","nein"
"16828",4800,"test","kleinwagen",2005,"automatik",75,125000,"benzin","nein"
"16829",13390,"control","kleinwagen",2013,"manuell",86,30000,"benzin","nein"
"16830",8890,"test","suv",2008,"automatik",140,80000,"benzin","nein"
"16831",1450,"control","kleinwagen",2000,"manuell",60,150000,"benzin","nein"
"16832",19400,"test","suv",2012,"manuell",165,40000,"benzin","nein"
"16833",8950,"test","kleinwagen",2010,"manuell",150,50000,"benzin","nein"
"16834",3999,"test","kleinwagen",2005,"manuell",75,80000,"benzin","nein"
"16835",2800,"test","kombi",2004,"manuell",150,150000,"diesel","ja"
"16836",8200,"test","kombi",2007,"manuell",177,100000,"diesel","nein"
"16837",5000,"control","kleinwagen",2011,"manuell",69,70000,"benzin","nein"
"16838",6750,"test","limousine",2005,"automatik",122,150000,"diesel","nein"
"16839",4100,"test","bus",2006,"manuell",75,80000,"cng","nein"
"16840",42900,"control","coupe",2013,"automatik",340,60000,"benzin","nein"
"16841",14299,"control","limousine",2009,"automatik",177,150000,"diesel","nein"
"16842",15000,"control","limousine",2013,"automatik",116,60000,"diesel","nein"
"16843",9550,"test","bus",2010,"manuell",140,60000,"benzin","nein"
"16844",12000,"test","limousine",2007,"manuell",200,150000,"benzin","nein"
"16845",4200,"test","kleinwagen",2012,"manuell",77,150000,"benzin","nein"
"16846",8300,"control","kleinwagen",2009,"manuell",97,60000,"benzin","nein"
"16847",6000,"control","coupe",2009,"automatik",71,50000,"benzin","nein"
"16848",4250,"test","kombi",2008,"manuell",105,150000,"benzin","nein"
"16849",4700,"test","kleinwagen",2008,"automatik",71,70000,"benzin","nein"
"16850",27500,"control","kombi",2013,"automatik",170,40000,"diesel","nein"
"16851",24499,"control","cabrio",2010,"automatik",204,80000,"benzin","nein"
"16852",4500,"test","kleinwagen",2006,"manuell",75,50000,"benzin","nein"
"16853",7500,"control","kleinwagen",2011,"manuell",101,60000,"benzin","nein"
"16854",1999,"test","kleinwagen",2005,"manuell",95,150000,"benzin","nein"
"16855",8900,"control","bus",2011,"manuell",125,60000,"benzin","nein"
"16856",4750,"test","bus",2005,"manuell",109,150000,"diesel","nein"
"16857",15990,"test","bus",2011,"automatik",140,100000,"diesel","nein"
"16858",1200,"control","kombi",2003,"manuell",150,150000,"diesel","ja"
"16859",10300,"test","kombi",2010,"manuell",140,150000,"diesel","nein"
"16860",4199,"control","limousine",2004,"manuell",105,150000,"diesel","nein"
